"city","state","date","association","church","organized","members","minister","ordained","settled","race","citation","lon","lat","jlat","jlon","url"
"Eden","VT","1853-06","North Western Association","",NA,21,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-72.5456691,44.7072718,44.7072718,-72.5456691,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Enosburgh","VT","1853-06","North Western Association","",NA,162,"Cephas H. Kent","","1852","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-72.771111,44.883889,44.883889,-72.771111,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Fairfax","VT","1853-06","North Western Association","",NA,54,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-73.01032,44.6654963,44.6654963,-73.01032,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Fairfield","VT","1853-06","North Western Association","",NA,47,"Charles C. Adams","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-72.9456936,44.8019921,44.8019921,-72.9456936,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Franklin","VT","1853-06","North Western Association","",NA,41,"Lyndon S. French","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-72.9165547,44.9812585,44.9812585,-72.9165547,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Fletcher","VT","1853-06","North Western Association","",NA,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-72.9238412,44.6752213,44.6752213,-72.9238412,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Georgia","VT","1853-06","North Western Association","",NA,92,"George W. Ranslow","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-73.110556,44.713611,44.713611,-73.110556,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Highgate","VT","1853-06","North Western Association","",NA,52,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-73.064167,44.951111,44.951111,-73.064167,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Johnson","VT","1853-06","North Western Association","",NA,105,"James Dougherty","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-72.6803979,44.6356063,44.6356063,-72.6803979,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Montgomery","VT","1853-06","North Western Association","",NA,53,"Sewall Paine","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-72.63818,44.9025466,44.9025466,-72.63818,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Morristown","VT","1853-06","North Western Association","",NA,93,"S. Robinson","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-72.6237275,44.5572744,44.5572744,-72.6237275,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Sheldon","VT","1853-06","North Western Association","",NA,34,"Preston Taylor","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-72.9429124,44.8817124,44.8817124,-72.9429124,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"St. Albans","VT","1853-06","North Western Association","First Church",NA,129,"Ebenezer Cutler","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-73.0835582,44.8107132,44.8107612890974,-73.0792446107563,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"St. Albans","VT","1853-06","North Western Association","Bay",NA,75,"E. W. Kellogg","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-73.0835582,44.8107132,44.8112546002528,-73.0749312476364,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Swanton","VT","1853-06","North Western Association","",NA,94,"Ebenezer H. Dorman","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-73.1242977,44.9180982,44.9180982,-73.1242977,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Waterville","VT","1853-06","North Western Association","",NA,33,"John Gleed","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-72.7690147,44.6903274,44.6903274,-72.7690147,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Westford","VT","1853-06","North Western Association","",NA,151,"J. H. Woodward","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-72.9977003,44.5983349,44.5983349,-72.9977003,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Wolcott","VT","1853-06","North Western Association","",NA,38,"Carey Russell","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 144)",-72.4584429,44.5464417,44.5464417,-72.4584429,"https://archive.org/stream/americancongrega04amer#page/144/mode/1up"
"Addison","VT","1853-06","Addison Association","",NA,38,"Benjamin Abbott","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.302622,44.0886671,44.0886671,-73.302622,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Bridport","VT","1853-06","Addison Association","",NA,189,"F. W. Olmstead","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.351164,43.9873736,43.9873736,-73.351164,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Bristol","VT","1853-06","Addison Association","",NA,45,"S. Morgan","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.0790076,44.1333912,44.1333912,-73.0790076,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Cornwall","VT","1853-06","Addison Association","",NA,195,"Gurdon W. Noyes","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.2103951,43.960893,43.960893,-73.2103951,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Ferrisburgh","VT","1853-06","Addison Association","",NA,37,"Buel Smith","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.2462341,44.2056098,44.2056098,-73.2462341,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Middlebury","VT","1853-06","Addison Association","",NA,429,"T. A. Merrill; R. S. Kendall","","1853","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.16734,44.0153371,44.0153371,-73.16734,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Monkton","VT","1853-06","Addison Association","",NA,26,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.1253991,44.2200554,44.2200554,-73.1253991,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"New Haven","VT","1853-06","Addison Association","",NA,242,"Samuel Hurlbut","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.1535713,44.1243277,44.1243277,-73.1535713,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Ripton","VT","1853-06","Addison Association","",NA,38,"A. Heminway","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.0340033,43.973673,43.973673,-73.0340033,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Salisbury","VT","1853-06","Addison Association","",NA,72,"George W. Barrows","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.0998363,43.8964511,43.8964511,-73.0998363,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Shoreham","VT","1853-06","Addison Association","",NA,198,"J. F. Goodhue","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.3159515,43.8936708,43.8936708,-73.3159515,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Vergennes","VT","1853-06","Addison Association","",NA,207,"H. F. Leavitt","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.2540111,44.1672771,44.1672771,-73.2540111,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Weybridge","VT","1853-06","Addison Association","",NA,65,"T. A. Merrill","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.2143577,44.0498636,44.0498636,-73.2143577,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Whiting","VT","1853-06","Addison Association","",NA,34,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-73.2003929,43.8639503,43.8639503,-73.2003929,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Barnard","VT","1853-06","Royalton Association","",NA,69,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-72.6189876,43.728679,43.728679,-72.6189876,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Bethel","VT","1853-06","Royalton Association","",NA,61,"M. Kingman","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-72.633995,43.8332779,43.8332779,-72.633995,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Brookfield","VT","1853-06","Royalton Association","[First Congregational Church]",NA,154,"Daniel Wild","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-72.6034385,44.0422861,44.0473185502269,-72.5919352841332,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Brookfield","VT","1853-06","Royalton Association","North",NA,89,"A. Fleming","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-72.6034385,44.0422861,44.0411067497493,-72.5985219040334,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Braintree","VT","1853-06","Royalton Association","",NA,67,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-72.7046487,43.9621778,43.9621778,-72.7046487,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Chelsea","VT","1853-06","Royalton Association","",NA,135,"Thomas S. Hubbard","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-72.4475994,43.989788,43.989788,-72.4475994,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Pittsfield","VT","1853-06","Royalton Association","",NA,60,"Abel Patten","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-72.8128828,43.7722884,43.7722884,-72.8128828,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Randolph","VT","1853-06","Royalton Association","[First Congregational Church]",NA,189,"S. Sparhawk","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-72.6656948,43.9247446,43.9323175596762,-72.6684290280246,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Randolph","VT","1853-06","Royalton Association","West",NA,66,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-72.6656948,43.9247446,43.9182412623914,-72.6764672928349,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Rochester","VT","1853-06","Royalton Association","",NA,267,"A. Manson","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-72.808018,43.8745646,43.8745646,-72.808018,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Royalton","VT","1853-06","Royalton Association","",NA,258,"Cyrus B. Drake","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-72.547222,43.816111,43.816111,-72.547222,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Stockbridge","VT","1853-06","Royalton Association","",NA,88,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-72.7538555,43.7839353,43.7839353,-72.7538555,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Turnbridge","VT","1853-06","Royalton Association","",NA,69,"Ebenezer Smith","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 145)",-72.488056,43.9,43.9,-72.488056,"https://archive.org/stream/americancongrega04amer#page/145/mode/1up"
"Barre","VT","1853-06","Montpelier Association","",NA,198,"Andrew Royee","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.5020494,44.1970055,44.1970055,-72.5020494,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Berlin","VT","1853-06","Montpelier Association","",NA,89,"Austin Hazen","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.5861615,44.2152614,44.2152614,-72.5861615,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Marshfield","VT","1853-06","Montpelier Association","",NA,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.3539905,44.3508405,44.3508405,-72.3539905,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Middlesex","VT","1853-06","Montpelier Association","",NA,46,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.6792807,44.2928358,44.2928358,-72.6792807,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Montpelier","VT","1853-06","Montpelier Association","",NA,338,"William H. Lord","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.5753869,44.2600593,44.2600593,-72.5753869,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Northfield","VT","1853-06","Montpelier Association","",NA,89,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.6564986,44.1511723,44.1511723,-72.6564986,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Plainfield","VT","1853-06","Montpelier Association","",NA,75,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.4264926,44.2781151,44.2781151,-72.4264926,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Stowe","VT","1853-06","Montpelier Association","",NA,43,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.702222,44.475278,44.475278,-72.702222,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Waitsfield","VT","1853-06","Montpelier Association","",NA,135,"Charles Duren","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.824167,44.19,44.19,-72.824167,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Waterbury","VT","1853-06","Montpelier Association","",NA,98,"C. C. Parker","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.756229,44.3378343,44.3378343,-72.756229,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Williamstown","VT","1853-06","Montpelier Association","",NA,90,"E. W. Taylor","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.5414937,44.1217292,44.1217292,-72.5414937,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Woolcott","VT","1853-06","Montpelier Association","",NA,NA,"Carey Russell","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.4584429,44.5464417,44.5464417,-72.4584429,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Worcester","VT","1853-06","Montpelier Association","",NA,46,"C. M. Winch","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.5496503,44.37331,44.37331,-72.5496503,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"White River","VT","1853-06","White River Association","",NA,124,"Josiah Merrill","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.5930482,43.8044128,43.8044128,-72.5930482,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Norwich","VT","1853-06","White River Association","North",NA,209,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.307869,43.7153482,43.7207161826056,-72.3168340953035,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Hartland","VT","1853-06","White River Association","",NA,57,"Samuel Delano","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.3989314,43.540636,43.540636,-72.3989314,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Norwich","VT","1853-06","White River Association","South",NA,105,"G. R. Noyes","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.307869,43.7153482,43.7219670644594,-72.3202115441794,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Pomfret","VT","1853-06","White River Association","",NA,33,"Elihu Smith","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.5159287,43.704791,43.704791,-72.5159287,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Quechee","VT","1853-06","White River Association","",NA,49,"Heman Rood","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.4186105,43.646227,43.646227,-72.4186105,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Sharon","VT","1853-06","White River Association","",NA,60,"John Adams","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.4541709,43.7852344,43.7852344,-72.4541709,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"West Hartford","VT","1853-06","White River Association","",NA,85,"William Claggett","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.426983,43.7013267,43.7013267,-72.426983,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Windsor","VT","1853-06","White River Association","",NA,167,"Franklin Butler","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.3865679,43.4799996,43.4799996,-72.3865679,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Weathersfield","VT","1853-06","White River Association","East",NA,77,"Moses Kimball","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.4625,43.384444,43.3780818052791,-72.4526194489382,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Woodstock","VT","1853-06","White River Association","",NA,150,"J. Clement","","1852","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-72.5185112,43.6242442,43.6242442,-72.5185112,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Granby","VT","1853-06","Lancaster Association","",NA,23,"John Wooster","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-71.758702,44.5706106,44.5706106,-71.758702,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Guildhall","VT","1853-06","Lancaster Association","",NA,48,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-71.610556,44.546389,44.546389,-71.610556,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Lunenburg","VT","1853-06","Lancaster Association","",NA,106,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-71.6820321,44.4631136,44.4631136,-71.6820321,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Concord","VT","1853-06","Lancaster Association","",NA,60,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 146)",-71.849722,44.421111,44.421111,-71.849722,"https://archive.org/stream/americancongrega04amer#page/146/mode/1up"
"Danville","VT","1853-06","Caledonia Association","",NA,199,"John Dudley","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.14009,44.4114954,44.4114954,-72.14009,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Peacham","VT","1853-06","Caledonia Association","",NA,243,"Asaph Boutelle","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.1704048,44.3286166,44.3286166,-72.1704048,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Hardwick","VT","1853-06","Caledonia Association","",NA,103,"Josiah Underwood","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.349722,44.518056,44.518056,-72.349722,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Barnet","VT","1853-06","Caledonia Association","",NA,66,"E. H. Caswell","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.0493779,44.2968323,44.2968323,-72.0493779,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Waterford","VT","1853-06","Caledonia Association","",NA,140,"F. Warriner","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-71.9508384,44.3729726,44.3729726,-71.9508384,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Burke","VT","1853-06","Caledonia Association","",NA,46,"John Clark","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-71.954167,44.615556,44.615556,-71.954167,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Kirby","VT","1853-06","Caledonia Association","",NA,16,"John Clark","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-71.933333,44.516667,44.516667,-71.933333,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Lyndon","VT","1853-06","Caledonia Association","",NA,61,"S. W. Bannister","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.0000723,44.5453088,44.5453088,-72.0000723,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Walden","VT","1853-06","Caledonia Association","",NA,24,"James Hobart","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.2231563,44.4497781,44.4497781,-72.2231563,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"St. Johnsbury","VT","1853-06","Caledonia Association","First Church",NA,109,"C. B. Tracy","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.0151183,44.4192627,44.4202553176671,-72.016895830627,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"St. Johnsbury","VT","1853-06","Caledonia Association","Second Church",NA,212,"William B. Bond","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.0151183,44.4192627,44.4208917894275,-72.0271757605215,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"St. Johnsbury","VT","1853-06","Caledonia Association","South",NA,84,"S. G. Clapp","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.0151183,44.4192627,44.4170885193901,-72.0077935229293,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"St. Johnsbury","VT","1853-06","Caledonia Association","Third Church",NA,85,"J. H. Gurney","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.0151183,44.4192627,44.4183649610516,-72.0262543706265,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Cabot","VT","1853-06","Caledonia Association","",NA,137,"Edward Cleveland","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.3123248,44.4014456,44.4014456,-72.3123248,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Bradford","VT","1853-06","Orange Association","",NA,177,"Silas McKeen","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.1289793,43.9925666,43.9925666,-72.1289793,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Corinth","VT","1853-06","Orange Association","",NA,98,"Solon Martin","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.2797442,44.0275697,44.0275697,-72.2797442,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Fairlee","VT","1853-06","Orange Association","",NA,33,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.1518675,43.9053567,43.9053567,-72.1518675,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Newbury","VT","1853-06","Orange Association","",NA,246,"Artemas Dean Jr.","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.121759,44.103953,44.103953,-72.121759,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Orange","VT","1853-06","Orange Association","",NA,15,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.4030806,44.148376,44.148376,-72.4030806,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Post Mills","VT","1853-06","Orange Association","",NA,45,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.260648,43.885624,43.885624,-72.260648,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Strafford","VT","1853-06","Orange Association","",NA,56,"---- Stewart","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.3778728,43.8664568,43.8664568,-72.3778728,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Thetford","VT","1853-06","Orange Association","",NA,250,"T. F. Clary","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.2434689,43.8250578,43.8250578,-72.2434689,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Topsham","VT","1853-06","Orange Association","",NA,34,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.2550956,44.1281193,44.1281193,-72.2550956,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Vershire","VT","1853-06","Orange Association","",NA,53,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.320833,43.948333,43.948333,-72.320833,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Wells River","VT","1853-06","Orange Association","",NA,56,"S. M. Plimpton","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.0470357,44.1542302,44.1542302,-72.0470357,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Washington","VT","1853-06","Orange Association","",NA,39,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.432601,44.105619,44.105619,-72.432601,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"West Fairlee","VT","1853-06","Orange Association","",NA,97,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 147)",-72.262857,43.9091616,43.9091616,-72.262857,"https://archive.org/stream/americancongrega04amer#page/147/mode/1up"
"Manchester","VT","1853-06","Bennington Association","",NA,140,"James Anderson","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-73.0723268,43.1636875,43.1636875,-73.0723268,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Rupert","VT","1853-06","Bennington Association","",NA,72,"R. A. Watkins","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-73.2228853,43.2597979,43.2597979,-73.2228853,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Dorset","VT","1853-06","Bennington Association","",NA,129,"Cyrus Hudson","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-73.0987801,43.2548074,43.2548074,-73.0987801,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Sunderland and Arlington","VT","1853-06","Bennington Association","",NA,22,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-73.1382019,43.0680229,43.0680229,-73.1382019,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Pawlet","VT","1853-06","Bennington Association","",NA,165,"Elijah H. Bonney","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-73.177286,43.3465552,43.3465552,-73.177286,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Bennington","VT","1853-06","Bennington Association","First Church",NA,186,"Richard C. Hand","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-73.1967741,42.8781345,42.8714210813531,-73.2031260918791,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Bennington","VT","1853-06","Bennington Association","Second Church",NA,96,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-73.1967741,42.8781345,42.8775879719436,-73.2004294722801,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Sandgate","VT","1853-06","Bennington Association","",NA,12,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-73.1994243,43.1477916,43.1477916,-73.1994243,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Pownal","VT","1853-06","Bennington Association","",NA,14,"Elihu Loomis","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-73.2269461,42.792313,42.792313,-73.2269461,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Albany","VT","1853-06","Orleans Association","",NA,60,"Phineas Bailey","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.3798076,44.7309405,44.7309405,-72.3798076,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Barton","VT","1853-06","Orleans Association","",NA,67,"C. E. Ferrin","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.176258,44.7480805,44.7480805,-72.176258,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Brownington","VT","1853-06","Orleans Association","",NA,72,"A. L. Twilight","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.1348097,44.8266615,44.8266615,-72.1348097,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
