"volume","page","mission_number","type","church","city","state","start_date","end_date","confessions_total","converts","under_instruction","diocese","confessions_adults","confessions_children","confessions_men","confessions_women","order","notes","converts_adult","converts_children","temperance_pledges","confirmed","location","geo.lon","geo.lat"
2,162,NA,"mission","Church of the Sacred Heart","Owatonna","MN","11/5/1876","11/12/1876",400,"3",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Owatonna MN",-93.2259349,44.0855572
2,163,NA,"mission","Church of St. Charles Borromeo","St. Charles","MN","11/19/1876","11/24/1876",375,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"St. Charles MN",-92.064194,43.9694165
2,164,NA,"mission","Church of Ss. Peter and Paul","Hart","MN","11/26/1876","11/29/1876",215,"2",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Hart MN",-91.7398706,43.8755194
2,165,NA,"mission","Church of Our Lady, Help of Christians","Sioux City","IA","12/3/1876","12/13/1876",750,"6",NA,"Dubuque",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Sioux City IA",-96.4003069,42.4999942
2,166,NA,"mission","","Yankton","SD","12/10/1876","12/17/1876",320,"5",NA,"St. Paul",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Yankton SD",-97.3972813,42.8711088
2,168,NA,"mission","Church of the Immaculate Conception","Ithaca","NY","12/31/1876","1/9/1877",1120,"7",NA,"Rochester",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Ithaca NY",-76.5018807,42.4439614
2,170,NA,"mission","Church of the Holy Family","Auburn","NY","1/21/1877","2/4/1877",3500,"3",NA,"Rochester",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Auburn NY",-76.5660529,42.9317335
2,172,NA,"mission","Church of St. Lucy","Syracuse","NY","1/21/1877","1/30/1877",1500,"5",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Syracuse NY",-76.1474244,43.0481221
2,173,NA,"mission","Church of the Epiphany","New York","NY","2/11/1877","2/25/1877",5300,"0",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
2,175,NA,"mission","St. Bridget's Church","New York","NY","3/4/1877","3/18/1877",8000,"15",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
2,177,NA,"mission","St. Francis de Sales Church","Charlestown","NY","4/8/1877","4/24/1877",6900,"25",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Charlestown NY",-71.6418744,41.3832162
2,180,NA,"mission","St John Baptist Church","Salina","NY","4/29/1877","5/9/1877",1900,"3",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Salina NY",-76.1725774,43.1071066
2,181,NA,"mission","Church of the Sacred Heart","Weymouth","MA","4/29/1877","5/9/1877",1700,"0",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Weymouth MA",-70.9410356,42.2180724
2,183,NA,"mission","","Everett","MA","5/13/1877","5/20/1877",468,"5",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Everett MA",-71.0536625,42.40843
2,186,NA,"mission","St. James Church","Bay City","MI","9/16/1877","9/26/1877",1700,"7",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Bay City MI",-83.8888647,43.5944677
2,187,NA,"mission","St. Pius Church","Chicago","IL","9/30/1877","10/11/1877",1280,"0",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",-87.6297982,41.8781136
2,189,NA,"mission","St. James Church","Chicago","IL","10/21/1877","11/7/1877",3086,"8",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",-87.6297982,41.8781136
2,191,NA,"mission","St. Aloysius Church","Detroit","MI","11/18/1877","12/4/1877",2000,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Detroit MI",-83.0457538,42.331427
2,193,NA,"mission","St. John's Church","Indianapolis","IN","12/9/1877","12/22/1877",3790,"4",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Indianapolis IN",-86.158068,39.768403
2,196,NA,"mission","Church of OUr Lady of Perpetual Help","Defiance","OH","9/30/1877","10/10/1877",450,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Defiance OH",-84.3557802,41.2844933
2,197,NA,"mission","St Stephen's Church","Flora","IL","10/14/1877","10/21/1887",150,"4",NA,"Alton",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Flora IL",-88.4856042,38.6689364
2,198,NA,"mission","Church of St. Charles Borromeo","Charleston","IL","10/28/1877","11/4/1877",160,"0",NA,"Alton",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Charleston IL",-88.1761521,39.4961458
2,199,NA,"mission","Church Regina Coeli","Marshall","IL","11/4/1877","11/13/1877",340,"7",NA,"Alton",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Marshall IL",-87.6936384,39.3914252
2,200,NA,"mission","Church of St. Mary","Paris","IL","11/18/1877","11/25/1877",462,"2",NA,"Alton",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Paris IL",-87.6961374,39.611146
2,201,NA,"mission","Church of St. Mary's","St. Mary's of the Woods","IN","11/25/1877","12/4/1877",315,"5",NA,"Vincennes",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"St. Mary's of the Woods IN",-78.6943955,35.7491283
2,202,NA,"mission","Church of St. Patrick","Galesburg","IL","12/9/1877","12/19/1877",1000,"2",NA,"Peoria",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Galesburg IL",-90.3712395,40.9478158
2,204,NA,"mission","Church of St. Paul the Apostle","New York","NY","1/6/1878","1/27/1878",6200,"6",NA,"New York",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
2,206,NA,"mission","St. Bernard's Church","Rockville","CT","1/21/1878","1/29/1878",1058,"6",NA,"Hartford",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Rockville CT",-72.4495287,41.8667645
2,207,NA,"mission","St. Paul's Church 117th St.","Harlem","NY","2/3/1878","2/17/1878",4539,"0",NA,"New York",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Harlem NY",-73.9464769,40.8115504
2,208,NA,"mission","St. Augustine's Church","South Boston","MA","3/3/1878","3/24/1878",5674,"11",NA,"Boston",NA,1000,NA,NA,"Paulist","",NA,NA,NA,NA,"South Boston MA",-71.0475773,42.3381437
2,210,NA,"mission","St Bridget's Church","Cleveland","OH","3/31/1878","4/10/1878",1323,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Cleveland OH",-81.6954088,41.4994954
2,212,NA,"mission","Church of St. Antony of Padua","White River Junction","VT","3/10/1878","3/17/1878",550,"2",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"White River Junction VT",-72.3192579,43.6489596
2,214,NA,"mission","St. Mary's Church","Bellows Falls","VT","3/24/1878","4/1/1878",612,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Bellows Falls VT",-72.4439772,43.133411
2,215,NA,"mission","","Sandy Hill, Hudson Falls","NY","4/7/1878","4/16/1878",1100,"8",NA,"",NA,NA,NA,NA,"Paulist","The mission was held in Sandy Hills, which is probably Hudson, NY.",NA,NA,NA,NA,"Sandy Hill, Hudson Falls NY",-73.494427,43.788801
2,216,NA,"mission","Church of St. Bridget","North Manchester","CT","5/5/1878","5/5/1878",645,"1",NA,"Hartford",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"North Manchester CT",-72.5215009,41.7759301
2,217,NA,"mission","Church of St. James","South Manchester","CT","5/5/1878","5/12/1878",845,"1",NA,"Hartford",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"South Manchester CT",-72.5215009,41.7759301
2,219,NA,"mission","","Brockton","MA","4/28/1878","5/6/1878",2322,"7",NA,"Boston",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Brockton MA",-71.0183787,42.0834335
2,220,NA,"mission","","West Roxbury","MA","5/12/1878","5/21/1878",424,"3",NA,"Boston",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"West Roxbury MA",-71.1626756,42.2797554
2,229,NA,"mission","Church of the Epiphany","Monmouth","IL","9/29/1878","10/7/1878",510,"1",NA,"Peoria",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Monmouth IL",-90.6473576,40.9114271
2,230,NA,"mission","Church of Immaculate Conception","Lacon","IL","10/13/1878","10/20/1878",360,"0",NA,"Peoria",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Lacon IL",-89.4112007,41.0247583
2,231,NA,"mission","Church of St. Patrick","Camp Grove","IL","10/20/1878","10/27/1878",580,"1",NA,"Peoria",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Camp Grove IL",-89.6331524,41.0789258
2,232,NA,"mission","Church of St. Patrick","O'Fallon","IL","11/3/1878","11/10/1878",380,"1",NA,"Chicago",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"O'Fallon IL",-89.910991,38.592323
2,232,NA,"mission","","Morrison","IL","11/3/1878","11/10/1878",127,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Morrison IL",-89.9651186,41.809751
2,233,NA,"mission","","","IL","11/14/1878","11/17/1878",93,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA," IL",-89.3985283,40.6331249
2,233,NA,"mission","","Savannah","IL","11/14/1878","11/17/1878",130,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Savannah IL",-90.1567944,42.0944671
2,233,NA,"mission","","Sabula","IL","11/24/1878","11/24/1878",86,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Sabula IL",-90.1740169,42.0711347
2,234,NA,"mission","","Lyons","IA","11/24/1878","12/1/1878",860,"1",NA,"Dubuque",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Lyons IA",-95.7932008,40.9545835
2,235,NA,"mission","Church of St. Paul of the Cross","Jersey City","NY","9/22/1878","10/2/1878",1343,"3",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Jersey City NY",-74.0776417,40.7281575
2,236,NA,"mission","","Garder","MA","10/6/1878","10/10/1878",975,"",NA,"Springfield",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Garder MA",-71.998133,42.5750883
2,239,NA,"mission","","Winchendon","MA","10/13/1878","10/21/1878",625,"",NA,"Springfield",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Winchendon MA",-72.0439529,42.6871009
2,240,NA,"mission","","Shullsburg","WI","10/27/1878","11/6/1878",1149,"5",NA,"Milwaukee",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Shullsburg WI",-90.23096,42.5733354
2,342,NA,"mission","St. Pius Church","Chicago","IL","11/10/1878","11/17/1878",1100,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",-87.6297982,41.8781136
2,343,NA,"mission","St. Francis de Sales Church","Toledo","OH","11/24/1878","12/4/1878",1688,"0",NA,"Cleveland",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Toledo OH",-83.555212,41.6639383
2,344,NA,"mission","St. Mary's Church","Albany","NY","12/8/1878","12/22/1878",3368,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Albany NY",-73.7562317,42.6525793
2,346,NA,"mission","Church of the Holy Rosary","Newburgh","OH","1/5/1879","1/20/1879",1960,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Newburgh OH",-82.9409387,40.0092839
2,347,NA,"mission","St. Raphael's Church","Madison","WI","1/26/1879","2/5/1879",1896,"8",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Madison WI",-89.4012302,43.0730517
2,348,NA,"mission","All Saint's Church","Chicago","IL","2/9/1879","2/23/1879",2163,"5",NA,"Chicago",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",-87.6297982,41.8781136
2,349,NA,"mission","St. Patrick's Church","Providence","RI","3/2/1879","3/16/1879",3507,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Providence RI",-71.4128343,41.8239891
2,350,NA,"mission","St Mary's Church","New London","CT","3/23/1879","4/2/1879",1826,"4",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New London CT",-72.0995209,41.3556539
2,352,NA,"mission","St. Thomas Aquinas's Church","Bridgewater","CT","4/20/1879","4/29/1879",1158,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Bridgewater CT",-73.3662305,41.5350949
2,353,NA,"mission","","West Roxbury","MA","5/4/1879","5/12/1879",984,"3",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"West Roxbury MA",-71.1626756,42.2797554
2,354,NA,"mission","St. Leo's Church","Leominster","MA","5/18/1879","5/25/1879",725,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Leominster MA",-71.759794,42.5250906
2,356,NA,"mission","Church of the Holy Trinity","Greenfield","MA","9/14/1879","9/21/1879",550,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Greenfield MA",-72.5994104,42.587915
2,356,NA,"mission","","South Deerfield","MA","9/14/1879","9/21/1879",270,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"South Deerfield MA",-72.6078667,42.4773097
2,357,NA,"mission","","Shelbourne Falls","MA","9/14/1879","9/21/1879",115,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Shelbourne Falls MA",-72.7392588,42.6042514
2,358,NA,"mission","","Chicopee Falls","MA","9/25/1879","10/6/1879",1200,"",NA,"Springfield",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicopee Falls MA",-72.5784089,42.1544318
2,359,NA,"mission","","Johnstown","PA","10/12/1879","10/26/1879",2344,"4",NA,"Pittsburgh",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Johnstown PA",-78.9219698,40.3267407
2,360,NA,"mission","","Ypsilanti","MI","11/2/1879","11/9/1879",480,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Ypsilanti MI",-83.6129939,42.2411499
2,360,NA,"mission","","Ann Arbor","MI","11/16/1879","11/24/1879",740,"2",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Ann Arbor MI",-83.7430378,42.2808256
2,362,NA,"mission","Church of St. Paul the Apostle","New York","NY","11/30/1879","12/18/1879",5750,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
2,364,NA,"mission","","Deposit","NY","11/9/1879","11/16/1879",480,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Deposit NY",-75.4276769,42.0600834
2,365,NA,"mission","","Harper's Ferry","WV","1/4/1880","1/11/1880",225,"2",NA,"Richmond",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Harper's Ferry WV",-77.7388818,39.3253786
2,366,NA,"mission","","Winchester","VA","1/11/1880","1/20/1880",160,"7",NA,"Richmond",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Winchester VA",-78.1633341,39.1856597
2,367,NA,"mission","","Martinsburg","WV","1/25/1880","2/2/1880",582,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Martinsburg WV",-77.9638869,39.4562099
2,368,NA,"mission","St. Mary's Church","Little Falls","NY","1/4/1880","1/14/1880",1780,"9",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Little Falls NY",-74.8595957,43.0434039
2,369,NA,"mission","","Marine City","MI","1/25/1880","2/1/1800",1000,"3",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Marine City MI",-82.492132,42.7194778
2,369,NA,"mission","","Algonac","MI","1/25/1880","1/27/1880",150,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Algonac MI",-82.531018,42.6183675
2,370,NA,"mission","","Northfield","MI","2/8/1880","2/15/1880",523,"7",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Northfield MI",-83.7433813,42.4003857
2,371,NA,"mission","","Evansville","IN","2/22/1880","3/2/1880",794,"6",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Evansville IN",-87.5710898,37.9715592
2,372,NA,"mission","","Terre Haute","IN","3/7/1880","3/18/1880",1600,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Terre Haute IN",-87.4139092,39.4667034
2,374,NA,"mission","St. Rose of Lima's Church, Cannon St","Cannon St.","NY","4/4/1880","4/19/1880",4530,"18",NA,"New York",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Cannon St. NY",-73.9802919,40.7151188
2,376,NA,"mission","St. Jerome's Church, 137th St. and Alexander Avenue","New York","NY","4/25/1880","5/9/1880",2325,"5",NA,"New York",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
2,379,NA,"mission","","Chambersburg","PA","9/12/1880","9/18/1880",270,"5",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chambersburg PA",-77.6611022,39.9375911
2,381,NA,"mission","Corpus Christi Church","Chambersburg","PA","9/19/1880","9/27/1800",390,"2",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chambersburg PA",-77.6611022,39.9375911
2,382,NA,"mission","St. Mary's Church","Hagerstown","MD","10/15/1880","10/15/1880",410,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Hagerstown MD",-77.7199932,39.6417629
2,383,NA,"mission","","Carlisle","PA","10/17/1880","10/25/1880",195,"2",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Carlisle PA",-77.195,40.2025
2,384,NA,"mission","St. Bridget's Church","Rochester","NY","9/12/1880","9/21/1880",1325,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Rochester NY",-77.6109219,43.16103
2,385,NA,"mission","","Seneca Falls","NY","10/1/1880","10/1/1880",1347,"3",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Seneca Falls NY",-76.7966215,42.9106219
2,386,NA,"mission","","Susquehanna","PA","11/14/1880","11/23/1880",1500,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Susquehanna PA",-75.5991789,41.9436071
2,388,NA,"mission","","Mamaroneck","NY","12/5/1880","12/12/1880",490,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Mamaroneck NY",-73.7326309,40.9487097
2,389,NA,"mission","","Staunton","VA","10/10/1880","10/17/1880",333,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Staunton VA",-79.0716958,38.149576
2,390,NA,"mission","","Lexington","VA","10/24/1880","10/28/1880",24,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Lexington VA",-79.4428157,37.7840208
2,391,NA,"mission","","Fredricksburg","VA","10/31/1880","11/4/1880",75,"2",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Fredricksburg VA",-77.4605399,38.3031837
2,392,NA,"mission","","Petersburg","VA","11/7/1880","11/14/1880",325,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Petersburg VA",-77.4019267,37.2279279
2,393,NA,"mission","St. Patrick's Church","Richmond","VA","11/21/1880","11/28/1880",528,"3",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Richmond VA",-77.4360481,37.5407246
2,394,NA,"mission","Cathedral","Richmond","VA","11/28/1880","12/12/1880",1800,"4",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Richmond VA",-77.4360481,37.5407246
2,395,NA,"mission","","Bergon Point","NJ","1/16/1881","1/27/1881",1975,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Bergon Point NJ",-74.1412543,40.6476033
2,397,NA,"mission","St. Peter's Church","Hartford","CT","1/16/1881","1/30/1881",4288,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Hartford CT",-72.6850932,41.7637111
2,399,NA,"mission","St. Mark's Church","Kenastia","WI","3/6/1881","3/15/1881",714,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Kenastia WI",-87.8211854,42.5847425
2,400,NA,"mission","St. Paul's Church","Kenastia","WI","3/20/1881","3/26/1881",400,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Kenastia WI",-87.8211854,42.5847425
2,400,NA,"mission","","Marine City","MI","3/6/1881","3/15/1881",1055,"3",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Marine City MI",-82.492132,42.7194778
2,402,NA,"mission","","Delavan","WI","3/20/1881","3/29/1881",536,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Delavan WI",-88.6437138,42.6330703
2,403,NA,"mission","St. John's Cathedral","Milwaukee","WI","3/30/1881","4/3/1881",500,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Milwaukee WI",-87.9064736,43.0389025
2,404,NA,"mission","St. Francis Xavier's Church ","Baltimore","MD","4/17/1881","5/1/1881",1350,"25",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Baltimore MD",-76.6121893,39.2903848
2,406,NA,"mission","St. Joseph's Church","Circleville","OH","2/6/1881","2/13/1881",430,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Circleville OH",-82.9460133,39.600618
2,407,NA,"mission","St. Patrick's Church","Racine","WI","3/21/1881","3/29/1881",1017,"3",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Racine WI",-87.7828523,42.7261309
2,408,NA,"mission","Church of the Assumption","Evansville","IN","2/20/1881","2/27/1881",750,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Evansville IN",-87.5710898,37.9715592
2,409,NA,"mission","St. James's Church","Salem","MA","5/8/1881","5/23/1881",3926,"1",NA,"",NA,250,1844,1832,"Paulist","Cf, p. 410 which says 74 converts for this period",NA,NA,NA,NA,"Salem MA",-70.8967155,42.51954
2,411,NA,"retreat","Cathedral","Albany","NY","3/29/1881","4/3/1881",700,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Albany NY",-73.7562317,42.6525793
2,412,NA,"retreat","St. Patrick's Church","Brockton","MA","9/18/1881","9/25/1881",900,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Brockton MA",-71.0183787,42.0834335
2,412,NA,"mission","St. Joseph's Church","New York City","NY","10/1/1881","10/8/1881",5000,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York City NY",-74.0059731,40.7143528
2,413,NA,"mission","St. Mary's Church (Regina Coeli)","Marshall","IL","9/18/1881","9/25/1881",382,"1",NA,"Altoona",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Marshall IL",-87.6936384,39.3914252
2,414,NA,"mission","Church of the Immaculate Conception","Paris","IL","9/25/1881","10/2/1881",375,"2",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Paris IL",-87.6961374,39.611146
2,415,NA,"mission","Church of the Immaculate Conception","South Wheeling","WV","9/18/1881","9/25/1881",576,"",NA,"",546,30,NA,NA,"Paulist","",NA,NA,NA,NA,"South Wheeling WV",-80.7209149,40.0639616
2,417,NA,"mission","Wheeling Cathedral","Wheeling","WV","10/2/1881","10/16/1881",2500,"1",NA,"Wheeling",2099,400,NA,NA,"Paulist","",NA,NA,NA,NA,"Wheeling WV",-80.7209149,40.0639616
2,419,NA,"mission","St. Pius's Church","Chicago","IL","10/23/1881","11/7/1881",1550,"",1,"Chicago",NA,446,569,535,"Paulist","",NA,NA,NA,NA,"Chicago IL",-87.6297982,41.8781136
2,421,NA,"mission","St. Peter's Church","Oshkosh","WI","10/23/1881","10/30/1881",720,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Oshkosh WI",-88.5426136,44.0247062
2,423,NA,"mission","St. Mary's Church","Appleton","WI","10/30/1881","11/6/1881",620,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Appleton WI",-88.4153847,44.2619309
2,424,NA,"mission","St. Patrick's Church","Chicago","IL","11/13/1881","11/21/1881",4600,"2",10,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",-87.6297982,41.8781136
2,426,NA,"mission","St. Bridget's Church","Stanton","WI","12/4/1881","12/11/1881",234,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Stanton WI",-92.4671398,45.1730204
2,428,NA,"mission","Church of the Immaculate Conception","New Richmond","WI","12/18/1881","12/25/1881",404,"7",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New Richmond WI",-92.5365865,45.1230213
2,430,NA,"mission","Church of St. Charles Borromeo","Charleston","IL","12/2/1881","12/9/1881",204,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Charleston IL",-88.1761521,39.4961458
2,431,NA,"mission","Church of the Annunciation","Brazil","IN","12/4/1881","12/11/1881",335,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Brazil IN",-87.1250154,39.523652
2,432,NA,"mission","","Carbon","IN","12/11/1881","12/16/1881",84,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Carbon IN",-87.1068681,39.5996395
2,433,NA,"mission","","Evansville","IN","12/1/1881","12/1/1881",350,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Evansville IN",-87.5710898,37.9715592
2,434,NA,"mission","St. Augustine's Church","Boston","MA","12/1/1881","12/1/1881",900,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Boston MA",-71.0597732,42.3584308
2,434,NA,"mission","St. Patrick's Church","Lowell","MA","1/1/1882","1/7/1882",5800,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Lowell MA",-71.3161718,42.6334247
2,435,NA,"mission","St. Peter's Church","Hartford","CT","1/8/1882","1/22/1882",4622,"2",NA,"",NA,752,1900,1970,"Paulist","",NA,NA,NA,NA,"Hartford CT",-72.6850932,41.7637111
2,437,NA,"mission","","New Lebanon","NY","1/8/1882","1/15/1882",410,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New Lebanon NY",-73.3964977,42.4639722
2,439,NA,"mission","St. Rose of Lima","New York","NY","2/5/1882","2/19/1882",4310,"5",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
2,442,NA,"mission","St. Francis de Sales","Boston ","MA","2/26/1882","3/10/1882",6370,"1",6,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Boston  MA",-71.0597732,42.3584308
2,444,NA,"mission","St. John's Cathedral","Milwaukee","WI","3/19/1882","4/2/1882",3270,"3",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Milwaukee WI",-87.9064736,43.0389025
